"","Depthm","T_degC","Salnty","O2ml_L","Year"
"6458",10,19.018,33.3362,NA,"2016"
"6459",20,19.022,33.335,5.422,"2016"
"6460",26,19.022,33.3349,5.402,"2016"
"6461",30,19.021,33.3367,5.417,"2016"
"6462",40,18.129,33.2874,5.553,"2016"
"6463",50,16.727,33.2118,5.771,"2016"
"6464",61,16.459,33.2247,5.769,"2016"
"6465",75,16.239,33.3255,5.74,"2016"
"6466",88,15.842,33.4068,5.671,"2016"
"6467",100,14.451,33.3652,5.5,"2016"
"6468",100,14.451,33.3777,NA,"2016"
"6469",112,12.943,33.2968,5.211,"2016"
"6470",125,11.332,33.3048,4.896,"2016"
"6471",140,10.249,33.3429,4.566,"2016"
"6472",150,9.991,33.3897,4.522,"2016"
"6473",170,9.19,33.6311,3.821,"2016"
"6474",200,8.899,33.7867,3.439,"2016"
"6475",230,8.538,33.9616,2.663,"2016"
"6476",250,8.05,34.0049,2.528,"2016"
"6477",270,8.003,34.0181,2.321,"2016"
"6478",300,7.493,34.0348,2.114,"2016"
"6479",320,7.221,34.0504,1.736,"2016"
"6480",380,6.587,34.1063,1.048,"2016"
"6481",400,6.448,34.1293,0.894,"2016"
"6482",441,6.195,34.1577,0.683,"2016"
"6483",500,5.798,34.216,0.432,"2016"
"6484",516,5.716,34.2266,0.399,"2016"
"6485",0,23.261,33.6953,5.773,"2016"
"6486",2,23.261,33.6953,5.773,"2016"
"6487",4,23.023,33.6826,5.886,"2016"
"6488",10,20.877,33.6785,6.229,"2016"
"6489",9,20.877,33.5912,NA,"2016"
"6490",15,16.496,33.5543,6.408,"2016"
"6491",20,15.41,33.5434,5.25,"2016"
"6492",0,22.834,33.6898,5.808,"2016"
"6493",2,22.834,33.6898,5.808,"2016"
"6494",6,22.186,33.6799,6.053,"2016"
"6495",8,17.525,33.6481,6.176,"2016"
"6496",7,17.525,33.6498,NA,"2016"
"6497",10,17.248,33.5608,6.168,"2016"
"6498",15,15.465,33.5194,6.148,"2016"
"6499",14,15.465,33.5149,NA,"2016"
"6500",20,13.962,33.4826,5.756,"2016"
"6501",25,12.783,33.4892,4.412,"2016"
"6502",30,12.571,33.4736,4.116,"2016"
"6503",31,12.315,33.4844,4.081,"2016"
"6504",40,11.881,33.485,3.898,"2016"
"6505",50,11.441,33.5076,3.654,"2016"
"6506",55,11.39,33.5102,3.546,"2016"
"6507",0,22.607,33.672,5.818,"2016"
"6508",2,22.607,33.672,5.818,"2016"
"6509",10,18.822,33.5547,6.408,"2016"
"6510",20,15.612,33.4869,6.602,"2016"
"6511",30,13.747,33.4949,5.497,"2016"
"6512",40,12.535,33.4925,4.429,"2016"
"6513",50,11.472,33.4884,3.725,"2016"
"6514",59,10.93,33.4894,3.806,"2016"
"6515",70,10.623,33.5564,3.476,"2016"
"6516",75,10.55,33.5697,3.515,"2016"
"6517",84,10.3,33.593,3.422,"2016"
"6518",100,9.922,33.6983,3.095,"2016"
"6519",119,9.734,33.7912,2.904,"2016"
"6520",125,9.705,33.7981,2.909,"2016"
"6521",139,9.655,33.8777,2.629,"2016"
"6522",150,9.62,33.9053,2.526,"2016"
"6523",170,9.521,33.9774,2.386,"2016"
"6524",200,9.251,34.0292,2.326,"2016"
"6525",230,9.304,34.1599,1.774,"2016"
"6526",250,9.156,34.1726,1.692,"2016"
"6527",271,9.064,34.1934,1.559,"2016"
"6528",300,8.826,34.2339,1.261,"2016"
"6529",320,8.293,34.2017,1.365,"2016"
"6530",380,7.715,34.2058,1.056,"2016"
"6531",400,7.701,34.228,0.884,"2016"
"6532",439,7.426,34.2565,0.695,"2016"
"6533",500,6.356,34.2934,0.383,"2016"
"6534",515,6.201,34.3075,0.32,"2016"
"6535",0,22.162,33.6549,5.933,"2016"
"6536",2,22.162,33.6549,5.933,"2016"
"6537",9,21.819,33.6287,6.008,"2016"
"6538",10,21.523,33.6397,6.055,"2016"
"6539",20,14.742,33.4372,6.113,"2016"
"6540",29,12.482,33.4439,4.507,"2016"
"6541",30,12.408,33.4361,4.525,"2016"
"6542",40,11.741,33.4349,4.085,"2016"
"6543",50,11.159,33.495,3.717,"2016"
"6544",59,10.702,33.5277,3.557,"2016"
"6545",70,10.499,33.5497,3.506,"2016"
"6546",75,10.365,33.5998,3.511,"2016"
"6547",84,10.011,33.6486,3.301,"2016"
"6548",100,9.881,33.7872,2.778,"2016"
"6549",119,9.856,33.8657,2.527,"2016"
"6550",125,9.811,33.8774,2.586,"2016"
"6551",139,9.808,33.9383,2.314,"2016"
"6552",150,9.757,33.9955,2.156,"2016"
"6553",169,9.446,34.0141,2.21,"2016"
"6554",200,9.318,34.1,1.993,"2016"
"6555",230,9.559,34.2323,1.395,"2016"
"6556",250,9.537,34.2614,1.323,"2016"
"6557",269,9.34,34.2623,1.226,"2016"
"6558",300,9.071,34.2781,1.102,"2016"
"6559",320,8.54,34.2178,1.228,"2016"
"6560",380,7.977,34.2407,0.909,"2016"
"6561",400,7.676,34.234,0.829,"2016"
"6562",440,7.16,34.2383,0.669,"2016"
"6563",500,6.604,34.2693,0.456,"2016"
"6564",514,6.546,34.2793,0.421,"2016"
"6565",0,21.016,33.6813,5.891,"2016"
"6566",2,21.016,33.6813,5.891,"2016"
"6567",10,19.251,33.5355,5.752,"2016"
"6568",20,14.427,33.4384,5.963,"2016"
"6569",30,13.276,33.3779,5.237,"2016"
"6570",40,12.905,33.3603,4.97,"2016"
"6571",50,11.794,33.414,4.302,"2016"
"6572",60,11.504,33.4403,4.097,"2016"
"6573",70,11.035,33.5028,3.841,"2016"
"6574",75,10.784,33.5494,3.773,"2016"
"6575",85,10.382,33.6113,3.288,"2016"
"6576",100,9.887,33.7178,3.052,"2016"
"6577",120,9.371,33.8475,2.83,"2016"
"6578",125,9.251,33.9023,2.857,"2016"
"6579",140,9.046,33.9471,2.568,"2016"
"6580",150,8.876,33.964,2.7,"2016"
"6581",170,8.821,34.0092,2.428,"2016"
"6582",200,8.334,34.0701,2.063,"2016"
"6583",230,7.947,34.1053,1.735,"2016"
"6584",250,7.804,34.1091,1.644,"2016"
"6585",270,7.581,34.1214,1.452,"2016"
"6586",300,7.521,34.186,1.091,"2016"
"6587",321,7.708,34.2519,0.789,"2016"
"6588",379,7.266,34.2758,0.562,"2016"
"6589",400,7.153,34.2818,0.524,"2016"
"6590",440,6.898,34.2801,0.481,"2016"
"6591",500,6.479,34.3001,0.363,"2016"
"6592",515,6.183,34.2985,0.326,"2016"
"6593",0,18.755,33.6042,5.582,"2016"
"6594",2,18.755,33.6042,5.582,"2016"
"6595",10,18.042,33.6028,5.615,"2016"
"6596",10,18.042,33.6007,NA,"2016"
"6597",20,13.516,33.4458,5.142,"2016"
"6598",30,12.47,33.4176,4.634,"2016"
"6599",40,11.805,33.4821,4.127,"2016"
"6600",50,10.855,33.5229,3.658,"2016"
"6601",60,10.465,33.6384,3.19,"2016"
"6602",70,10.06,33.6861,3.081,"2016"
"6603",75,9.896,33.7344,3.102,"2016"
"6604",84,9.68,33.7955,2.878,"2016"
"6605",100,9.444,33.8872,2.663,"2016"
"6606",101,9.438,33.8882,2.676,"2016"
"6607",120,9.232,33.9542,2.458,"2016"
"6608",125,9.174,33.981,2.433,"2016"
"6609",140,8.96,34.0319,2.203,"2016"
"6610",150,8.919,34.0513,2.141,"2016"
"6611",170,8.694,34.1056,1.813,"2016"
"6612",200,8.194,34.1297,1.577,"2016"
"6613",231,7.974,34.164,1.34,"2016"
"6614",250,7.814,34.1791,1.171,"2016"
"6615",271,7.725,34.1887,1.088,"2016"
"6616",300,7.592,34.2245,0.882,"2016"
"6617",321,7.44,34.2444,0.744,"2016"
"6618",381,6.779,34.2548,0.535,"2016"
"6619",400,6.72,34.2676,0.484,"2016"
"6620",440,6.506,34.2787,0.427,"2016"
"6621",500,6.207,34.3016,0.337,"2016"
"6622",514,6.121,34.3083,0.336,"2016"
"6623",0,19.95,33.6328,5.619,"2016"
"6624",2,19.95,33.6328,5.619,"2016"
"6625",9,19.579,33.6242,5.657,"2016"
"6626",9,19.579,33.6283,NA,"2016"
"6627",10,19.129,33.6149,5.716,"2016"
"6628",13,18.065,33.6002,5.808,"2016"
"6629",20,14.822,33.4909,6.114,"2016"
"6630",21,14.875,33.499,6.249,"2016"
"6631",21,14.875,33.4882,NA,"2016"
"6632",30,12.452,33.4822,4.921,"2016"
"6633",38,11.642,33.5072,3.898,"2016"
"6634",46,10.988,33.5119,3.723,"2016"
"6635",50,10.747,33.5463,3.654,"2016"
"6636",53,10.512,33.565,3.485,"2016"
"6637",60,10.135,33.6682,3.135,"2016"
"6638",70,9.92,33.7167,3.037,"2016"
"6639",75,9.861,33.7459,3.042,"2016"
"6640",85,9.663,33.7905,2.919,"2016"
"6641",100,9.44,33.8749,2.74,"2016"
"6642",101,9.411,33.8687,2.719,"2016"
"6643",120,9.243,33.9488,2.49,"2016"
"6644",125,9.22,33.9614,2.511,"2016"
"6645",140,9.112,33.9962,2.314,"2016"
"6646",150,8.894,34.0214,2.24,"2016"
"6647",170,8.571,34.0692,2.042,"2016"
"6648",200,8.267,34.1086,1.789,"2016"
"6649",231,8.046,34.158,1.505,"2016"
"6650",250,7.987,34.2022,1.128,"2016"
"6651",270,7.885,34.2317,0.94,"2016"
"6652",300,7.653,34.2389,0.821,"2016"
"6653",321,7.421,34.227,0.779,"2016"
"6654",380,6.939,34.2736,0.527,"2016"
"6655",400,6.74,34.2695,0.471,"2016"
"6656",441,6.302,34.284,0.377,"2016"
"6657",500,5.984,34.3115,0.293,"2016"
"6658",515,5.93,34.316,0.285,"2016"
"6659",0,19.163,33.6074,5.515,"2016"
"6660",2,19.163,33.6074,5.515,"2016"
"6661",10,19.132,33.6206,5.535,"2016"
"6662",20,17.903,33.6109,5.645,"2016"
"6663",21,16.276,33.5963,5.653,"2016"
"6664",30,12.543,33.5652,4.261,"2016"
"6665",31,12.608,33.5524,4.315,"2016"
"6666",41,11.348,33.5985,3.607,"2016"
"6667",50,10.89,33.6562,3.238,"2016"
"6668",60,10.205,33.7017,3.029,"2016"
"6669",68,9.94,33.7393,2.862,"2016"
"6670",75,9.752,33.7974,2.877,"2016"
"6671",86,9.551,33.8627,2.437,"2016"
"6672",99,9.394,33.9185,2.274,"2016"
"6673",100,9.378,33.9276,2.284,"2016"
"6674",120,9.056,33.9631,2.199,"2016"
"6675",125,8.979,33.9802,2.213,"2016"
"6676",138,8.825,34.0264,2.022,"2016"
"6677",150,8.728,34.0604,2.077,"2016"
"6678",170,8.681,34.1081,1.723,"2016"
"6679",200,8.401,34.1493,1.486,"2016"
"6680",201,8.393,34.1475,1.481,"2016"
"6681",230,8.228,34.189,1.183,"2016"
"6682",250,7.9,34.2014,1.089,"2016"
"6683",269,7.633,34.2066,0.947,"2016"
"6684",300,7.371,34.2182,0.827,"2016"
"6685",320,7.239,34.2243,0.749,"2016"
"6686",381,6.746,34.2545,0.543,"2016"
"6687",400,6.577,34.266,0.469,"2016"
"6688",442,6.294,34.2876,0.364,"2016"
"6689",500,5.987,34.3157,0.296,"2016"
"6690",514,5.917,34.3184,0.27,"2016"
"6691",0,16.789,33.6395,5.871,"2016"
"6692",2,16.789,33.6395,5.871,"2016"
"6693",10,16.789,33.6276,5.86,"2016"
"6694",10,16.789,33.6264,NA,"2016"
"6695",20,16.713,33.6139,5.907,"2016"
"6696",21,16.654,33.6229,5.86,"2016"
"6697",30,13.634,33.4304,4.939,"2016"
"6698",40,12.435,33.3773,4.65,"2016"
"6699",50,11.32,33.3748,4.271,"2016"
"6700",60,10.731,33.4996,3.812,"2016"
"6701",70,10.375,33.5895,3.441,"2016"
"6702",75,10.31,33.6552,3.352,"2016"
"6703",85,10.019,33.7277,2.89,"2016"
"6704",100,9.522,33.7783,2.754,"2016"
"6705",121,9.349,33.9094,2.327,"2016"
"6706",125,9.335,33.9287,2.322,"2016"
"6707",141,9.218,33.9736,2.095,"2016"
"6708",150,9.184,34.0377,2.081,"2016"
"6709",170,8.683,34.0717,1.827,"2016"
"6710",200,8.586,34.1716,1.344,"2016"
"6711",202,8.583,34.1707,1.342,"2016"
"6712",230,8.202,34.2042,1.123,"2016"
"6713",250,8.002,34.2269,0.978,"2016"
"6714",272,7.714,34.2399,0.816,"2016"
"6715",300,7.42,34.2529,0.663,"2016"
"6716",321,7.167,34.2558,0.608,"2016"
"6717",381,6.832,34.2579,0.529,"2016"
"6718",400,6.58,34.2739,0.44,"2016"
"6719",440,6.291,34.2861,0.364,"2016"
"6720",500,5.987,34.3156,0.298,"2016"
"6721",514,5.92,34.3224,0.278,"2016"
"6722",0,16.577,33.5687,5.878,"2016"
"6723",2,16.577,33.5687,5.878,"2016"
"6724",10,16.573,33.5682,5.872,"2016"
"6725",20,15.326,33.4609,5.788,"2016"
"6726",30,13.685,33.2079,5.514,"2016"
"6727",40,12.818,33.2389,5.265,"2016"
"6728",50,11.843,33.2678,4.784,"2016"
"6729",51,11.789,33.2678,4.736,"2016"
"6730",61,11.044,33.3028,4.411,"2016"
"6731",70,10.82,33.4117,4.105,"2016"
"6732",75,10.491,33.5324,3.724,"2016"
"6733",85,10.235,33.5834,3.495,"2016"
"6734",100,9.749,33.6469,3.23,"2016"
"6735",120,9.504,33.8124,2.667,"2016"
"6736",125,9.418,33.8575,2.676,"2016"
"6737",141,9.31,33.9353,2.214,"2016"
"6738",150,9.236,33.9807,2.123,"2016"
"6739",170,9.016,34.0386,1.882,"2016"
"6740",200,8.694,34.1201,1.568,"2016"
"6741",230,8.243,34.1621,1.294,"2016"
"6742",250,7.989,34.1746,1.169,"2016"
"6743",270,7.756,34.1848,1.031,"2016"
"6744",300,7.656,34.2477,0.738,"2016"
"6745",322,7.463,34.2581,0.639,"2016"
"6746",381,6.606,34.2267,0.562,"2016"
"6747",400,6.519,34.2312,0.533,"2016"
"6748",441,6.154,34.2536,0.406,"2016"
"6749",500,5.876,34.2964,0.3,"2016"
"6750",514,5.775,34.3059,0.272,"2016"
"6751",0,16.267,33.3317,5.873,"2016"
"6752",2,16.267,33.3317,5.873,"2016"
"6753",8,16.268,33.3307,5.873,"2016"
"6754",10,16.256,33.3323,5.901,"2016"
"6755",10,16.256,33.3413,NA,"2016"
"6756",18,16.242,33.3347,5.886,"2016"
"6757",20,16.242,33.3254,5.915,"2016"
"6758",26,16.139,33.37,5.91,"2016"
"6759",30,15.415,33.455,5.83,"2016"
"6760",34,14.603,33.363,5.75,"2016"
"6761",34,14.603,33.3669,NA,"2016"
"6762",41,14.344,33.3675,5.497,"2016"
"6763",50,13.413,33.249,5.313,"2016"
"6764",51,13.456,33.2652,5.238,"2016"
"6765",60,12.496,33.2574,5.061,"2016"
"6766",71,11.957,33.3712,4.624,"2016"
"6767",75,11.88,33.4581,4.653,"2016"
"6768",85,11.473,33.4747,4.3,"2016"
"6769",100,10.598,33.5366,3.713,"2016"
"6770",121,9.898,33.6195,3.384,"2016"
"6771",125,9.821,33.6484,3.361,"2016"
"6772",140,9.455,33.7568,2.915,"2016"
"6773",150,9.275,33.8351,2.712,"2016"
"6774",171,9.193,33.9141,2.411,"2016"
"6775",200,8.956,34.0253,2,"2016"
"6776",231,8.474,34.07,1.852,"2016"
"6777",250,8.23,34.1146,1.596,"2016"
"6778",270,8.043,34.1426,1.37,"2016"
"6779",300,7.622,34.1652,1.145,"2016"
"6780",320,7.291,34.1671,1.006,"2016"
"6781",381,6.784,34.1832,0.732,"2016"
"6782",400,6.649,34.2068,0.611,"2016"
"6783",440,6.29,34.233,0.451,"2016"
"6784",500,5.836,34.2708,0.307,"2016"
"6785",514,5.771,34.2755,0.297,"2016"
"6786",0,17.072,33.0177,5.673,"2016"
"6787",2,17.072,33.0177,5.673,"2016"
"6788",10,17.061,33.0132,5.646,"2016"
"6789",11,17.05,33.0226,5.643,"2016"
"6790",20,17.001,33.0141,5.657,"2016"
"6791",25,16.98,33.0177,5.664,"2016"
"6792",30,16.934,33.0193,5.709,"2016"
"6793",40,16.754,33.0517,5.72,"2016"
"6794",50,15.55,33.0708,5.928,"2016"
"6795",63,14.891,33.0989,5.99,"2016"
"6796",75,14.098,33.1897,5.684,"2016"
"6797",76,14.012,33.1831,5.735,"2016"
"6798",87,13.375,33.2387,5.393,"2016"
"6799",100,12.792,33.2633,5.134,"2016"
"6800",112,11.981,33.2908,4.792,"2016"
"6801",125,11.002,33.4008,4.254,"2016"
"6802",140,10.094,33.5305,3.724,"2016"
"6803",150,9.684,33.6306,3.43,"2016"
"6804",170,9.411,33.7821,2.826,"2016"
"6805",200,8.871,33.9173,2.764,"2016"
"6806",230,8.545,33.9823,2.595,"2016"
"6807",250,8.266,34.0272,2.35,"2016"
"6808",271,8.08,34.0679,1.921,"2016"
"6809",300,7.733,34.102,1.65,"2016"
"6810",323,7.471,34.1372,1.269,"2016"
"6811",379,6.881,34.169,0.865,"2016"
"6812",400,6.695,34.1827,0.734,"2016"
"6813",441,6.404,34.2172,0.548,"2016"
"6814",500,6.003,34.2485,0.386,"2016"
"6815",516,5.939,34.259,0.39,"2016"
"6816",0,18.79,33.3262,5.418,"2016"
"6817",2,18.79,33.3262,5.418,"2016"
"6818",10,18.797,33.3276,5.448,"2016"
"6819",20,18.798,33.3236,5.453,"2016"
"6820",25,18.799,33.3238,5.442,"2016"
"6821",30,18.798,33.3214,5.435,"2016"
"6822",40,18.788,33.3199,5.437,"2016"
"6823",50,17.046,33.1913,5.776,"2016"
"6824",63,15.867,33.1422,5.883,"2016"
"6825",75,15.494,33.215,5.77,"2016"
"6826",87,15.185,33.2585,5.695,"2016"
"6827",100,14.029,33.2378,5.53,"2016"
"6828",112,12.822,33.2747,5.079,"2016"
"6829",125,11.695,33.2763,4.818,"2016"
"6830",126,11.695,33.281,4.754,"2016"
"6831",141,10.364,33.3225,4.535,"2016"
"6832",150,9.909,33.4127,4.39,"2016"
"6833",171,9.332,33.5556,4.027,"2016"
"6834",200,9.427,33.8645,2.748,"2016"
"6835",230,8.881,33.961,2.459,"2016"
"6836",250,8.375,33.9857,2.589,"2016"
"6837",270,8.143,34.0318,2.227,"2016"
"6838",300,7.931,34.0941,1.756,"2016"
"6839",320,7.841,34.1393,1.332,"2016"
"6840",381,7.079,34.1674,0.901,"2016"
"6841",400,6.787,34.1591,0.852,"2016"
"6842",440,6.653,34.2049,0.639,"2016"
"6843",500,6.174,34.2312,0.458,"2016"
"6844",516,6.088,34.2454,0.392,"2016"
"6845",0,19.42,33.5317,5.344,"2016"
"6846",2,19.42,33.5317,5.344,"2016"
"6847",10,19.417,33.5327,5.341,"2016"
"6848",20,19.415,33.529,5.343,"2016"
"6849",30,19.422,33.5294,5.364,"2016"
"6850",40,19.421,33.534,5.338,"2016"
"6851",50,17.964,33.3883,5.665,"2016"
"6852",60,17.357,33.3187,5.701,"2016"
"6853",75,16.67,33.263,5.802,"2016"
"6854",80,16.384,33.23,5.788,"2016"
"6855",100,15.116,33.2273,5.717,"2016"
"6856",111,15.092,33.4081,5.473,"2016"
"6857",121,13.967,33.4709,5.265,"2016"
"6858",125,13.747,33.4642,5.288,"2016"
"6859",130,13.057,33.3594,5.143,"2016"
"6860",141,11.55,33.2683,4.958,"2016"
"6861",150,10.96,33.3359,4.833,"2016"
"6862",160,10.341,33.3698,4.637,"2016"
"6863",176,9.588,33.4793,4.289,"2016"
"6864",195,9.135,33.6699,3.729,"2016"
"6865",200,9.081,33.7129,3.762,"2016"
"6866",230,8.496,33.9445,2.753,"2016"
"6867",250,8.316,33.9781,2.621,"2016"
"6868",271,8.073,34.0047,2.427,"2016"
"6869",300,7.761,34.0471,2.047,"2016"
"6870",321,7.438,34.0626,1.713,"2016"
"6871",380,6.859,34.1265,1.034,"2016"
"6872",400,6.672,34.1432,0.923,"2016"
"6873",441,6.396,34.1826,0.632,"2016"
"6874",500,6.03,34.2338,0.437,"2016"
"6875",514,5.975,34.237,0.409,"2016"
"6876",0,19.184,33.364,5.375,"2016"
"6877",2,19.184,33.364,5.375,"2016"
"6878",10,19.177,33.3637,5.391,"2016"
"6879",17,19.162,33.3609,5.394,"2016"
"6880",20,19.146,33.36,5.389,"2016"
"6881",22,19.139,33.3596,5.379,"2016"
"6882",30,19.119,33.3554,5.392,"2016"
"6883",32,19.114,33.3555,5.383,"2016"
"6884",42,18.994,33.3574,5.384,"2016"
"6885",50,18.656,33.4394,5.529,"2016"
"6886",53,18.468,33.4556,5.535,"2016"
"6887",65,17.8,33.3856,5.628,"2016"
"6888",75,17.425,33.3805,5.702,"2016"
"6889",76,17.376,33.37,5.679,"2016"
"6890",84,17.048,33.3645,5.687,"2016"
"6891",91,16.605,33.3204,5.735,"2016"
"6892",100,16.101,33.3667,5.674,"2016"
"6893",111,15.618,33.3034,5.669,"2016"
"6894",125,14.474,33.4058,5.422,"2016"
"6895",125,14.474,33.3982,NA,"2016"
"6896",140,12.725,33.3274,5.127,"2016"
"6897",150,11.935,33.3129,5.122,"2016"
"6898",170,10.069,33.3507,4.553,"2016"
"6899",200,9.232,33.6166,4.017,"2016"
"6900",201,9.204,33.6186,4.027,"2016"
"6901",231,8.689,33.8668,3.405,"2016"
"6902",250,8.481,33.9453,3.15,"2016"
"6903",272,8.131,33.9806,2.781,"2016"
"6904",300,7.659,34.0238,2.355,"2016"
"6905",321,7.267,34.0447,1.91,"2016"
"6906",380,6.79,34.0938,1.273,"2016"
"6907",400,6.58,34.114,1.067,"2016"
"6908",440,6.223,34.1518,0.76,"2016"
"6909",500,5.836,34.2065,0.533,"2016"
"6910",518,5.785,34.2115,0.477,"2016"
"6911",0,19.669,33.5736,5.329,"2016"
"6912",2,19.669,33.5736,5.329,"2016"
"6913",10,19.657,33.5716,5.352,"2016"
"6914",11,19.659,33.5721,5.343,"2016"
"6915",20,19.586,33.5636,5.355,"2016"
"6916",21,19.62,33.5727,5.335,"2016"
"6917",30,19.502,33.5574,5.359,"2016"
"6918",41,19.488,33.5568,5.352,"2016"
"6919",50,19.41,33.57,5.331,"2016"
"6920",60,18.384,33.5872,5.606,"2016"
"6921",75,17.994,33.5752,5.643,"2016"
"6922",81,17.889,33.585,5.617,"2016"
"6923",100,17.448,33.697,5.564,"2016"
"6924",110,16.829,33.6547,5.495,"2016"
"6925",122,15.721,33.598,5.389,"2016"
"6926",125,15.336,33.5655,5.454,"2016"
"6927",131,14.96,33.5698,5.319,"2016"
"6928",141,13.725,33.4742,5.181,"2016"
"6929",150,11.856,33.3509,5.014,"2016"
"6930",160,10.494,33.2962,4.745,"2016"
"6931",174,9.614,33.4152,4.328,"2016"
"6932",195,9.129,33.6385,3.804,"2016"
"6933",200,9.098,33.6658,3.857,"2016"
"6934",231,8.736,33.8315,3.377,"2016"
"6935",250,8.518,33.9329,3.346,"2016"
"6936",271,8.185,33.9771,2.866,"2016"
"6937",300,7.786,34.0279,2.316,"2016"
"6938",321,7.518,34.0447,1.994,"2016"
"6939",381,6.877,34.0847,1.371,"2016"
"6940",400,6.706,34.1036,1.197,"2016"
"6941",440,6.247,34.1479,0.803,"2016"
"6942",500,5.881,34.1934,0.571,"2016"
"6943",516,5.793,34.2065,0.511,"2016"
"6944",0,21.591,33.6925,6.095,"2016"
"6945",2,21.591,33.6925,6.095,"2016"
"6946",8,18.03,33.6437,5.803,"2016"
"6947",10,16.657,33.5681,5.528,"2016"
"6948",0,13.949,33.2789,5.613,"2016"
"6949",2,13.949,33.2789,5.613,"2016"
"6950",6,13.841,33.3221,5.577,"2016"
"6951",10,13.74,33.3598,5.451,"2016"
"6952",10,13.74,33.3588,NA,"2016"
"6953",20,13.359,33.4008,5.21,"2016"
"6954",30,13.183,33.4186,5.099,"2016"
"6955",40,13.099,33.4206,5.053,"2016"
"6956",50,12.835,33.4327,4.859,"2016"
"6957",62,12.696,33.4404,4.668,"2016"
"6958",0,14.793,33.2758,6.29,"2016"
"6959",2,14.793,33.2758,6.29,"2016"
"6960",10,14.582,33.3518,5.682,"2016"
"6961",10,14.582,33.3506,NA,"2016"
"6962",20,14.079,33.3766,5.469,"2016"
"6963",30,13.443,33.4175,5.208,"2016"
"6964",31,13.395,33.4135,5.265,"2016"
"6965",41,13.081,33.4188,4.944,"2016"
"6966",50,12.943,33.4208,4.792,"2016"
"6967",60,11.646,33.4417,3.785,"2016"
"6968",70,11.283,33.4761,3.631,"2016"
"6969",75,11.082,33.498,3.59,"2016"
"6970",85,10.739,33.5425,3.338,"2016"
"6971",100,10.28,33.6416,3.079,"2016"
"6972",120,9.869,33.7316,2.807,"2016"
"6973",125,9.667,33.773,2.758,"2016"
"6974",140,9.46,33.7952,2.698,"2016"
"6975",150,9.433,33.8712,2.493,"2016"
"6976",170,9.232,33.9373,2.265,"2016"
"6977",200,8.787,34.0097,2.049,"2016"
"6978",230,8.431,34.0764,1.709,"2016"
"6979",0,16.034,33.2674,5.86,"2016"
"6980",2,16.034,33.2674,5.86,"2016"
"6981",10,15.841,33.2844,5.811,"2016"
"6982",9,15.841,33.2785,NA,"2016"
"6983",20,15.222,33.3342,5.776,"2016"
"6984",30,13.617,33.1874,5.423,"2016"
"6985",40,13.01,33.2077,5.206,"2016"
"6986",50,12.284,33.205,5.002,"2016"
"6987",60,11.517,33.2181,4.676,"2016"
"6988",70,11.254,33.2667,4.47,"2016"
"6989",75,11.131,33.3037,4.317,"2016"
"6990",86,11.071,33.3294,4.19,"2016"
"6991",100,10.624,33.4528,3.745,"2016"
"6992",120,10.123,33.5804,3.303,"2016"
"6993",125,10.016,33.6338,3.233,"2016"
"6994",140,9.569,33.7761,2.765,"2016"
"6995",150,9.245,33.8918,2.647,"2016"
"6996",171,8.802,33.9971,2.115,"2016"
"6997",200,8.565,34.0601,1.83,"2016"
"6998",231,8.078,34.104,1.572,"2016"
"6999",250,7.968,34.1183,1.562,"2016"
"7000",270,7.779,34.1626,1.137,"2016"
"7001",300,7.483,34.1782,0.96,"2016"
"7002",320,7.228,34.1656,0.904,"2016"
"7003",380,6.932,34.193,0.731,"2016"
"7004",400,6.704,34.2073,0.653,"2016"
"7005",440,6.5,34.2185,0.514,"2016"
"7006",500,6.258,34.2697,0.355,"2016"
"7007",515,6.156,34.2773,0.321,"2016"
"7008",0,15.765,33.3531,5.871,"2016"
"7009",3,15.765,33.3531,5.871,"2016"
"7010",10,15.746,33.3547,5.834,"2016"
"7011",11,15.744,33.3543,5.83,"2016"
"7012",20,15.711,33.359,5.798,"2016"
"7013",30,15.29,33.3553,5.526,"2016"
"7014",40,13.111,33.3889,4.486,"2016"
"7015",50,11.405,33.4262,3.899,"2016"
"7016",60,11.127,33.4575,3.751,"2016"
"7017",71,10.608,33.5196,3.539,"2016"
"7018",75,10.588,33.5337,3.528,"2016"
"7019",86,10.309,33.5767,3.306,"2016"
"7020",100,10.129,33.6424,3.148,"2016"
"7021",121,9.829,33.7783,2.671,"2016"
"7022",125,9.809,33.8096,2.592,"2016"
"7023",140,9.582,33.853,2.537,"2016"
"7024",150,9.366,33.9097,2.497,"2016"
"7025",170,9.291,33.9671,2.221,"2016"
"7026",200,8.981,34.0609,1.916,"2016"
"7027",201,8.978,34.0588,1.929,"2016"
"7028",232,8.545,34.1133,1.554,"2016"
"7029",250,8.476,34.1519,1.388,"2016"
"7030",270,8.278,34.1611,1.227,"2016"
"7031",300,7.996,34.1884,1.039,"2016"
"7032",321,7.824,34.2148,0.94,"2016"
"7033",380,7.212,34.2297,0.658,"2016"
"7034",400,7.053,34.2388,0.616,"2016"
"7035",440,6.755,34.2436,0.505,"2016"
"7036",500,6.399,34.2709,0.405,"2016"
"7037",515,6.213,34.284,0.333,"2016"
"7038",0,16.475,33.1253,5.662,"2016"
"7039",2,16.475,33.1253,5.662,"2016"
"7040",9,16.479,33.1282,5.693,"2016"
"7041",9,16.479,33.1249,NA,"2016"
"7042",10,16.481,33.1255,5.689,"2016"
